GO_Accession	GO_term_name	GO domain	P-value	Number	Size	Gene_transcript_ID	Gene_symbol
GO:0042565	RNA nuclear export complex	cellular_component	1	0	2		
GO:0042567	insulin-like growth factor ternary complex	cellular_component	1	0	3		
GO:0042571	"immunoglobulin complex, circulating"	cellular_component	1	0	1		
GO:0042572	retinol metabolic process	biological_process	1	0	8		
GO:0042573	retinoic acid metabolic process	biological_process	1	0	4		
GO:0042574	retinal metabolic process	biological_process	1	0	7		
GO:0042577	lipid phosphatase activity	molecular_function	1	0	3		
GO:0042578	phosphoric ester hydrolase activity	molecular_function	1	0	7		
GO:0042581	specific granule	cellular_component	1	0	6		
GO:0042584	chromaffin granule membrane	cellular_component	1	0	2		
GO:0042585	germinal vesicle	cellular_component	1	0	2		
GO:0042587	glycogen granule	cellular_component	1	0	2		
GO:0042588	zymogen granule	cellular_component	1	0	1		
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	biological_process	1	0	1		
GO:0042592	homeostatic process	biological_process	1	0	4		
GO:0042594	response to starvation	biological_process	1	0	8		
GO:0042595	behavioral response to starvation	biological_process	1	0	1		
GO:0042605	peptide antigen binding	molecular_function	1	0	5		
GO:0042608	T cell receptor binding	molecular_function	1	0	1		
GO:0042609	CD4 receptor binding	molecular_function	1	0	2		
GO:0042610	CD8 receptor binding	molecular_function	1	0	1		
GO:0042612	MHC class I protein complex	cellular_component	1	0	2		
GO:0042613	MHC class II protein complex	cellular_component	1	0	6		
GO:0042622	photoreceptor outer segment membrane	cellular_component	1	0	4		
GO:0042623	"ATPase activity, coupled"	molecular_function	1	0	5		
GO:0042626	"ATPase activity, coupled to transmembrane movement of substances"	molecular_function	1	0	28		
GO:0042627	chylomicron	cellular_component	1	0	3		
GO:0042628	mating plug formation	biological_process	1	0	1		
GO:0042629	mast cell granule	cellular_component	1	0	8		
GO:0042631	cellular response to water deprivation	biological_process	1	0	1		
GO:0042632	cholesterol homeostasis	biological_process	1	0	36		
GO:0042641	actomyosin	cellular_component	1	0	8		
GO:0042643	"actomyosin, actin portion"	cellular_component	1	0	1		
GO:0042645	mitochondrial nucleoid	cellular_component	1	0	33		
GO:0042658	"MHC class II protein binding, via antigen binding groove"	molecular_function	1	0	1		
GO:0042659	regulation of cell fate specification	biological_process	1	0	1		
GO:0042660	positive regulation of cell fate specification	biological_process	1	0	1		
GO:0042662	negative regulation of mesodermal cell fate specification	biological_process	1	0	1		
GO:0042663	regulation of endodermal cell fate specification	biological_process	1	0	1		
GO:0042666	negative regulation of ectodermal cell fate specification	biological_process	1	0	1		
GO:0042668	auditory receptor cell fate determination	biological_process	1	0	1		
GO:0042692	muscle cell differentiation	biological_process	1	0	11		
GO:0042693	muscle cell fate commitment	biological_process	1	0	2		
GO:0042694	muscle cell fate specification	biological_process	1	0	1		
GO:0042698	ovulation cycle	biological_process	1	0	3		
GO:0042699	follicle-stimulating hormone signaling pathway	biological_process	1	0	2		
GO:0042700	luteinizing hormone signaling pathway	biological_process	1	0	1		
GO:0042701	progesterone secretion	biological_process	1	0	2		
GO:0042703	menstruation	biological_process	1	0	1		
GO:0042706	eye photoreceptor cell fate commitment	biological_process	1	0	1		
GO:0042711	maternal behavior	biological_process	1	0	7		
GO:0042713	sperm ejaculation	biological_process	1	0	1		
GO:0042719	mitochondrial intermembrane space protein transporter complex	cellular_component	1	0	1		
GO:0042720	mitochondrial inner membrane peptidase complex	cellular_component	1	0	1		
GO:0042730	fibrinolysis	biological_process	1	0	8		
GO:0042731	PH domain binding	molecular_function	1	0	4		
GO:0042733	embryonic digit morphogenesis	biological_process	1	0	54		
GO:0042737	drug catabolic process	biological_process	1	0	1		
GO:0042738	exogenous drug catabolic process	biological_process	1	0	1		
GO:0042743	hydrogen peroxide metabolic process	biological_process	1	0	3		
GO:0042744	hydrogen peroxide catabolic process	biological_process	1	0	5		
GO:0042745	circadian sleep/wake cycle	biological_process	1	0	1		
GO:0042748	"circadian sleep/wake cycle, non-REM sleep"	biological_process	1	0	1		
GO:0042752	regulation of circadian rhythm	biological_process	1	0	31		
GO:0042753	positive regulation of circadian rhythm	biological_process	1	0	7		
GO:0042754	negative regulation of circadian rhythm	biological_process	1	0	4		
GO:0042755	eating behavior	biological_process	1	0	8		
GO:0042756	drinking behavior	biological_process	1	0	2		
GO:0042759	long-chain fatty acid biosynthetic process	biological_process	1	0	4		
GO:0042760	very long-chain fatty acid catabolic process	biological_process	1	0	3		
GO:0042761	very long-chain fatty acid biosynthetic process	biological_process	1	0	8		
GO:0042765	GPI-anchor transamidase complex	cellular_component	1	0	5		
GO:0042769	"DNA damage response, detection of DNA damage"	biological_process	1	0	2		
GO:0042770	signal transduction in response to DNA damage	biological_process	1	0	8		
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	biological_process	1	0	20		
GO:0042772	"DNA damage response, signal transduction resulting in transcription"	biological_process	1	0	1		
GO:0042773	ATP synthesis coupled electron transport	biological_process	1	0	2		
GO:0042775	mitochondrial ATP synthesis coupled electron transport	biological_process	1	0	3		
GO:0042780	tRNA 3-end processing	biological_process	1	0	1		
GO:0042788	polysomal ribosome	cellular_component	1	0	5		
GO:0042789	mRNA transcription from RNA polymerase II promoter	biological_process	1	0	5		
GO:0042795	snRNA transcription from RNA polymerase II promoter	biological_process	1	0	5		
GO:0042796	snRNA transcription from RNA polymerase III promoter	biological_process	1	0	4		
GO:0042799	histone methyltransferase activity (H4-K20 specific)	molecular_function	1	0	1		
GO:0042800	histone methyltransferase activity (H3-K4 specific)	molecular_function	1	0	13		
GO:0042805	actinin binding	molecular_function	1	0	5		
GO:0042806	fucose binding	molecular_function	1	0	1		
GO:0042809	vitamin D receptor binding	molecular_function	1	0	5		
GO:0042813	Wnt-activated receptor activity	molecular_function	1	0	9		
GO:0042823	pyridoxal phosphate biosynthetic process	biological_process	1	0	1		
GO:0042824	MHC class I peptide loading complex	cellular_component	1	0	1		
GO:0042825	TAP complex	cellular_component	1	0	2		
GO:0042827	platelet dense granule	cellular_component	1	0	1		
GO:0042834	peptidoglycan binding	molecular_function	1	0	2		
GO:0042835	BRE binding	molecular_function	1	0	1		
GO:0042840	D-glucuronate catabolic process	biological_process	1	0	1		
GO:0042851	L-alanine metabolic process	biological_process	1	0	1		
GO:0042853	L-alanine catabolic process	biological_process	1	0	1		
GO:0042883	cysteine transport	biological_process	1	0	1		
GO:0042886	amide transport	biological_process	1	0	1		
GO:0042904	9-cis-retinoic acid biosynthetic process	biological_process	1	0	3		
GO:0042921	glucocorticoid receptor signaling pathway	biological_process	1	0	5		
GO:0042924	neuromedin U binding	molecular_function	1	0	1		
GO:0042941	D-alanine transport	biological_process	1	0	1		
GO:0042942	D-serine transport	biological_process	1	0	1		
GO:0042946	glucoside transport	biological_process	1	0	1		
GO:0042947	glucoside transmembrane transporter activity	molecular_function	1	0	1		
GO:0042953	lipoprotein transport	biological_process	1	0	8		
GO:0042974	retinoic acid receptor binding	molecular_function	1	0	7		
GO:0042975	peroxisome proliferator activated receptor binding	molecular_function	1	0	3		
GO:0042976	activation of Janus kinase activity	biological_process	1	0	1		
GO:0042978	ornithine decarboxylase activator activity	molecular_function	1	0	1		
GO:0042982	amyloid precursor protein metabolic process	biological_process	1	0	2		
GO:0042984	regulation of amyloid precursor protein biosynthetic process	biological_process	1	0	1		
GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	biological_process	1	0	3		
GO:0042986	positive regulation of amyloid precursor protein biosynthetic process	biological_process	1	0	2		
GO:0042987	amyloid precursor protein catabolic process	biological_process	1	0	3		
GO:0042988	X11-like protein binding	molecular_function	1	0	1		
GO:0042989	sequestering of actin monomers	biological_process	1	0	4		
GO:0042990	regulation of transcription factor import into nucleus	biological_process	1	0	1		
GO:0042991	transcription factor import into nucleus	biological_process	1	0	1		
GO:0042992	negative regulation of transcription factor import into nucleus	biological_process	1	0	3		
GO:0042993	positive regulation of transcription factor import into nucleus	biological_process	1	0	11		
GO:0042994	cytoplasmic sequestering of transcription factor	biological_process	1	0	8		
GO:0042995	cell projection	cellular_component	1	0	26		
GO:0042996	regulation of Golgi to plasma membrane protein transport	biological_process	1	0	1		
GO:0042997	negative regulation of Golgi to plasma membrane protein transport	biological_process	1	0	4		
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	biological_process	1	0	3		
GO:0043006	activation of phospholipase A2 activity by calcium-mediated signaling	biological_process	1	0	1		
GO:0043008	ATP-dependent protein binding	molecular_function	1	0	1		
GO:0043009	chordate embryonic development	biological_process	1	0	5		
GO:0043010	camera-type eye development	biological_process	1	0	51		
GO:0043011	myeloid dendritic cell differentiation	biological_process	1	0	11		
GO:0043015	gamma-tubulin binding	molecular_function	1	0	13		
GO:0043020	NADPH oxidase complex	cellular_component	1	0	6		
GO:0043021	ribonucleoprotein complex binding	molecular_function	1	0	16		
GO:0043022	ribosome binding	molecular_function	1	0	17		
GO:0043023	ribosomal large subunit binding	molecular_function	1	0	2		
GO:0043024	ribosomal small subunit binding	molecular_function	1	0	6		
GO:0043025	neuronal cell body	cellular_component	1	0	105		
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	molecular_function	1	0	10		
GO:0043028	cysteine-type endopeptidase regulator activity involved in apoptotic process	molecular_function	1	0	1		
GO:0043029	T cell homeostasis	biological_process	1	0	22		
GO:0043030	regulation of macrophage activation	biological_process	1	0	4		
GO:0043031	negative regulation of macrophage activation	biological_process	1	0	3		
GO:0043032	positive regulation of macrophage activation	biological_process	1	0	8		
GO:0043034	costamere	cellular_component	1	0	11		
GO:0043035	chromatin insulator sequence binding	molecular_function	1	0	1		
GO:0043039	tRNA aminoacylation	biological_process	1	0	12		
GO:0043044	ATP-dependent chromatin remodeling	biological_process	1	0	19		
GO:0043046	DNA methylation involved in gamete generation	biological_process	1	0	10		
GO:0043047	single-stranded telomeric DNA binding	molecular_function	1	0	3		
GO:0043048	dolichyl monophosphate biosynthetic process	biological_process	1	0	1		
GO:0043049	otic placode formation	biological_process	1	0	1		
GO:0043056	forward locomotion	biological_process	1	0	1		
GO:0043060	meiotic metaphase I plate congression	biological_process	1	0	1		
GO:0043063	intercellular bridge organization	biological_process	1	0	1		
GO:0043067	regulation of programmed cell death	biological_process	1	0	1		
GO:0043068	positive regulation of programmed cell death	biological_process	1	0	5		
GO:0043069	negative regulation of programmed cell death	biological_process	1	0	7		
GO:0043083	synaptic cleft	cellular_component	1	0	2		
GO:0043084	penile erection	biological_process	1	0	1		
GO:0043085	positive regulation of catalytic activity	biological_process	1	0	27		
GO:0043086	negative regulation of catalytic activity	biological_process	1	0	25		
GO:0043087	regulation of GTPase activity	biological_process	1	0	51		
GO:0043091	L-arginine import	biological_process	1	0	1		
GO:0043103	hypoxanthine salvage	biological_process	1	0	1		
GO:0043112	receptor metabolic process	biological_process	1	0	1		
GO:0043113	receptor clustering	biological_process	1	0	11		
GO:0043114	regulation of vascular permeability	biological_process	1	0	3		
GO:0043116	negative regulation of vascular permeability	biological_process	1	0	8		
GO:0043117	positive regulation of vascular permeability	biological_process	1	0	4		
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	biological_process	1	0	8		
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	biological_process	1	0	103		
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	biological_process	1	0	26		
GO:0043128	positive regulation of 1-phosphatidylinositol 4-kinase activity	biological_process	1	0	1		
GO:0043129	surfactant homeostasis	biological_process	1	0	8		
GO:0043130	ubiquitin binding	molecular_function	1	0	29		
GO:0043132	NAD transport	biological_process	1	0	2		
GO:0043137	"DNA replication, removal of RNA primer"	biological_process	1	0	2		
GO:0043138	3-5 DNA helicase activity	molecular_function	1	0	3		
GO:0043139	5-3 DNA helicase activity	molecular_function	1	0	4		
GO:0043140	ATP-dependent 3-5 DNA helicase activity	molecular_function	1	0	3		
GO:0043141	ATP-dependent 5-3 DNA helicase activity	molecular_function	1	0	4		
GO:0043142	single-stranded DNA-dependent ATPase activity	molecular_function	1	0	3		
GO:0043146	spindle stabilization	biological_process	1	0	1		
GO:0043148	mitotic spindle stabilization	biological_process	1	0	1		
GO:0043149	stress fiber assembly	biological_process	1	0	9		
GO:0043152	induction of bacterial agglutination	biological_process	1	0	3		
GO:0043153	entrainment of circadian clock by photoperiod	biological_process	1	0	12		
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	biological_process	1	0	35		
GO:0043159	acrosomal matrix	cellular_component	1	0	1		
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process	1	0	59		
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	biological_process	1	0	6		
GO:0043163	cell envelope organization	biological_process	1	0	1		
GO:0043169	cation binding	molecular_function	1	0	4		
GO:0043171	peptide catabolic process	biological_process	1	0	4		
GO:0043179	rhythmic excitation	biological_process	1	0	1		
GO:0043181	vacuolar sequestering	biological_process	1	0	1		
GO:0043184	vascular endothelial growth factor receptor 2 binding	molecular_function	1	0	3		
GO:0043185	vascular endothelial growth factor receptor 3 binding	molecular_function	1	0	2		
GO:0043186	P granule	cellular_component	1	0	6		
GO:0043189	H4/H2A histone acetyltransferase complex	cellular_component	1	0	1		
GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular_component	1	0	2		
GO:0043194	axon initial segment	cellular_component	1	0	5		
GO:0043195	terminal bouton	cellular_component	1	0	9		
GO:0043196	varicosity	cellular_component	1	0	3		
GO:0043197	dendritic spine	cellular_component	1	0	28		
GO:0043198	dendritic shaft	cellular_component	1	0	15		
GO:0043199	sulfate binding	molecular_function	1	0	1		
GO:0043200	response to amino acid	biological_process	1	0	4		
GO:0043202	lysosomal lumen	cellular_component	1	0	1		
GO:0043203	axon hillock	cellular_component	1	0	5		
GO:0043204	perikaryon	cellular_component	1	0	11		
GO:0043205	fibril	cellular_component	1	0	2		
GO:0043206	extracellular fibril organization	biological_process	1	0	6		
GO:0043209	myelin sheath	cellular_component	1	0	130		
GO:0043217	myelin maintenance	biological_process	1	0	1		
GO:0043219	lateral loop	cellular_component	1	0	2		
GO:0043227	membrane-bounded organelle	cellular_component	1	0	4		
GO:0043229	intracellular organelle	cellular_component	1	0	2		
GO:0043236	laminin binding	molecular_function	1	0	11		
GO:0043237	laminin-1 binding	molecular_function	1	0	3		
GO:0043240	Fanconi anaemia nuclear complex	cellular_component	1	0	9		
GO:0043243	positive regulation of protein complex disassembly	biological_process	1	0	1		
GO:0043247	telomere maintenance in response to DNA damage	biological_process	1	0	1		
GO:0043248	proteasome assembly	biological_process	1	0	5		
GO:0043249	erythrocyte maturation	biological_process	1	0	5		
GO:0043252	sodium-independent organic anion transport	biological_process	1	0	1		
GO:0043254	regulation of protein complex assembly	biological_process	1	0	7		
GO:0043256	laminin complex	cellular_component	1	0	3		
GO:0043262	adenosine-diphosphatase activity	molecular_function	1	0	2		
GO:0043266	regulation of potassium ion transport	biological_process	1	0	3		
GO:0043267	negative regulation of potassium ion transport	biological_process	1	0	5		
GO:0043268	positive regulation of potassium ion transport	biological_process	1	0	5		
GO:0043270	positive regulation of ion transport	biological_process	1	0	3		
GO:0043271	negative regulation of ion transport	biological_process	1	0	2		
GO:0043276	anoikis	biological_process	1	0	6		
GO:0043277	apoptotic cell clearance	biological_process	1	0	9		
GO:0043278	response to morphine	biological_process	1	0	7		
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	biological_process	1	0	22		
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	biological_process	1	0	5		
GO:0043292	contractile fiber	cellular_component	1	0	7		
GO:0043293	apoptosome	cellular_component	1	0	2		
GO:0043295	glutathione binding	molecular_function	1	0	3		
GO:0043296	apical junction complex	cellular_component	1	0	13		
GO:0043297	apical junction assembly	biological_process	1	0	5		
GO:0043303	mast cell degranulation	biological_process	1	0	6		
GO:0043304	regulation of mast cell degranulation	biological_process	1	0	5		
GO:0043305	negative regulation of mast cell degranulation	biological_process	1	0	2		
GO:0043306	positive regulation of mast cell degranulation	biological_process	1	0	3		
GO:0043311	positive regulation of eosinophil degranulation	biological_process	1	0	1		
GO:0043312	neutrophil degranulation	biological_process	1	0	3		
GO:0043313	regulation of neutrophil degranulation	biological_process	1	0	2		
GO:0043314	negative regulation of neutrophil degranulation	biological_process	1	0	2		
GO:0043316	cytotoxic T cell degranulation	biological_process	1	0	2		
GO:0043320	natural killer cell degranulation	biological_process	1	0	5		
GO:0043323	positive regulation of natural killer cell degranulation	biological_process	1	0	2		
GO:0043325	"phosphatidylinositol-3,4-bisphosphate binding"	molecular_function	1	0	15		
GO:0043330	response to exogenous dsRNA	biological_process	1	0	12		
GO:0043331	response to dsRNA	biological_process	1	0	1		
GO:0043353	enucleate erythrocyte differentiation	biological_process	1	0	6		
GO:0043366	beta selection	biological_process	1	0	2		
GO:0043367	"CD4-positive, alpha-beta T cell differentiation"	biological_process	1	0	3		
GO:0043368	positive T cell selection	biological_process	1	0	3		
GO:0043369	"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment"	biological_process	1	0	1		
GO:0043370	"regulation of CD4-positive, alpha-beta T cell differentiation"	biological_process	1	0	1		
GO:0043372	"positive regulation of CD4-positive, alpha-beta T cell differentiation"	biological_process	1	0	1		
GO:0043374	"CD8-positive, alpha-beta T cell differentiation"	biological_process	1	0	3		
GO:0043375	"CD8-positive, alpha-beta T cell lineage commitment"	biological_process	1	0	1		
GO:0043378	"positive regulation of CD8-positive, alpha-beta T cell differentiation"	biological_process	1	0	1		
GO:0043379	memory T cell differentiation	biological_process	1	0	1		
GO:0043380	regulation of memory T cell differentiation	biological_process	1	0	1		
GO:0043382	positive regulation of memory T cell differentiation	biological_process	1	0	1		
GO:0043383	negative T cell selection	biological_process	1	0	1		
GO:0043388	positive regulation of DNA binding	biological_process	1	0	15		
GO:0043390	aflatoxin B1 metabolic process	biological_process	1	0	1		
GO:0043392	negative regulation of DNA binding	biological_process	1	0	17		
GO:0043393	regulation of protein binding	biological_process	1	0	15		
GO:0043394	proteoglycan binding	molecular_function	1	0	6		
GO:0043395	heparan sulfate proteoglycan binding	molecular_function	1	0	10		
GO:0043397	regulation of corticotropin-releasing hormone secretion	biological_process	1	0	1		
GO:0043398	HLH domain binding	molecular_function	1	0	3		
GO:0043401	steroid hormone mediated signaling pathway	biological_process	1	0	61		
GO:0043402	glucocorticoid mediated signaling pathway	biological_process	1	0	1		
GO:0043403	skeletal muscle tissue regeneration	biological_process	1	0	8		
GO:0043405	regulation of MAP kinase activity	biological_process	1	0	4		
GO:0043407	negative regulation of MAP kinase activity	biological_process	1	0	27		
GO:0043408	regulation of MAPK cascade	biological_process	1	0	14		
GO:0043409	negative regulation of MAPK cascade	biological_process	1	0	15		
GO:0043412	macromolecule modification	biological_process	1	0	2		
GO:0043415	positive regulation of skeletal muscle tissue regeneration	biological_process	1	0	4		
GO:0043418	homocysteine catabolic process	biological_process	1	0	1		
GO:0043420	anthranilate metabolic process	biological_process	1	0	2		
GO:0043422	protein kinase B binding	molecular_function	1	0	6		
GO:0043425	bHLH transcription factor binding	molecular_function	1	0	13		
GO:0043426	MRF binding	molecular_function	1	0	5		
GO:0043438	acetoacetic acid metabolic process	biological_process	1	0	1		
GO:0043456	regulation of pentose-phosphate shunt	biological_process	1	0	1		
GO:0043457	regulation of cellular respiration	biological_process	1	0	5		
GO:0043461	proton-transporting ATP synthase complex assembly	biological_process	1	0	1		
GO:0043462	regulation of ATPase activity	biological_process	1	0	5		
GO:0043467	regulation of generation of precursor metabolites and energy	biological_process	1	0	1		
GO:0043484	regulation of RNA splicing	biological_process	1	0	21		
GO:0043486	histone exchange	biological_process	1	0	2		
GO:0043488	regulation of mRNA stability	biological_process	1	0	9		
GO:0043490	malate-aspartate shuttle	biological_process	1	0	2		
GO:0043491	protein kinase B signaling	biological_process	1	0	21		
GO:0043495	protein anchor	molecular_function	1	0	4		
GO:0043496	regulation of protein homodimerization activity	biological_process	1	0	4		
GO:0043501	skeletal muscle adaptation	biological_process	1	0	1		
GO:0043503	skeletal muscle fiber adaptation	biological_process	1	0	1		
GO:0043504	mitochondrial DNA repair	biological_process	1	0	4		
GO:0043506	regulation of JUN kinase activity	biological_process	1	0	3		
GO:0043507	positive regulation of JUN kinase activity	biological_process	1	0	21		
GO:0043508	negative regulation of JUN kinase activity	biological_process	1	0	6		
GO:0043509	activin A complex	cellular_component	1	0	1		
GO:0043512	inhibin A complex	cellular_component	1	0	2		
GO:0043514	interleukin-12 complex	cellular_component	1	0	2		
GO:0043515	kinetochore binding	molecular_function	1	0	3		
GO:0043516	"regulation of DNA damage response, signal transduction by p53 class mediator"	biological_process	1	0	2		
GO:0043517	"positive regulation of DNA damage response, signal transduction by p53 class mediator"	biological_process	1	0	8		
GO:0043518	"negative regulation of DNA damage response, signal transduction by p53 class mediator"	biological_process	1	0	11		
GO:0043519	regulation of myosin II filament organization	biological_process	1	0	1		
GO:0043522	leucine zipper domain binding	molecular_function	1	0	5		
GO:0043523	regulation of neuron apoptotic process	biological_process	1	0	18		
GO:0043524	negative regulation of neuron apoptotic process	biological_process	1	0	75		
GO:0043525	positive regulation of neuron apoptotic process	biological_process	1	0	18		
GO:0043531	ADP binding	molecular_function	1	0	15		
GO:0043532	angiostatin binding	molecular_function	1	0	2		
GO:0043533	"inositol 1,3,4,5 tetrakisphosphate binding"	molecular_function	1	0	1		
GO:0043534	blood vessel endothelial cell migration	biological_process	1	0	8		
GO:0043535	regulation of blood vessel endothelial cell migration	biological_process	1	0	4		
GO:0043536	positive regulation of blood vessel endothelial cell migration	biological_process	1	0	10		
GO:0043537	negative regulation of blood vessel endothelial cell migration	biological_process	1	0	7		
GO:0043538	regulation of actin phosphorylation	biological_process	1	0	1		
GO:0043539	protein serine/threonine kinase activator activity	molecular_function	1	0	9		
GO:0043541	UDP-N-acetylglucosamine transferase complex	cellular_component	1	0	1		
GO:0043545	molybdopterin cofactor metabolic process	biological_process	1	0	1		
GO:0043546	molybdopterin cofactor binding	molecular_function	1	0	2		
GO:0043548	phosphatidylinositol 3-kinase binding	molecular_function	1	0	7		
GO:0043549	regulation of kinase activity	biological_process	1	0	3		
GO:0043550	regulation of lipid kinase activity	biological_process	1	0	5		
GO:0043553	negative regulation of phosphatidylinositol 3-kinase activity	biological_process	1	0	3		
GO:0043558	regulation of translational initiation in response to stress	biological_process	1	0	2		
GO:0043564	Ku70:Ku80 complex	cellular_component	1	0	2		
GO:0043566	structure-specific DNA binding	molecular_function	1	0	6		
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	biological_process	1	0	2		
GO:0043568	positive regulation of insulin-like growth factor receptor signaling pathway	biological_process	1	0	8		
GO:0043569	negative regulation of insulin-like growth factor receptor signaling pathway	biological_process	1	0	6		
GO:0043570	maintenance of DNA repeat elements	biological_process	1	0	4		
GO:0043576	regulation of respiratory gaseous exchange	biological_process	1	0	5		
GO:0043583	ear development	biological_process	1	0	12		
GO:0043584	nose development	biological_process	1	0	4		
GO:0043585	nose morphogenesis	biological_process	1	0	2		
GO:0043586	tongue development	biological_process	1	0	5		
GO:0043587	tongue morphogenesis	biological_process	1	0	1		
GO:0043588	skin development	biological_process	1	0	40		
GO:0043589	skin morphogenesis	biological_process	1	0	5		
GO:0043596	nuclear replication fork	cellular_component	1	0	6		
GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	biological_process	1	0	3		
GO:0043620	regulation of DNA-templated transcription in response to stress	biological_process	1	0	3		
GO:0043621	protein self-association	molecular_function	1	0	23		
GO:0043622	cortical microtubule organization	biological_process	1	0	3		
GO:0043623	cellular protein complex assembly	biological_process	1	0	10		
GO:0043626	PCNA complex	cellular_component	1	0	1		
GO:0043627	response to estrogen	biological_process	1	0	19		
GO:0043631	RNA polyadenylation	biological_process	1	0	4		
GO:0043649	dicarboxylic acid catabolic process	biological_process	1	0	1		
GO:0043651	linoleic acid metabolic process	biological_process	1	0	2		
GO:0043652	engulfment of apoptotic cell	biological_process	1	0	3		
GO:0043653	mitochondrial fragmentation involved in apoptotic process	biological_process	1	0	5		
GO:0043654	recognition of apoptotic cell	biological_process	1	0	3		
GO:0043657	host cell	cellular_component	1	0	2		
GO:0043666	regulation of phosphoprotein phosphatase activity	biological_process	1	0	6		
GO:0043679	axon terminus	cellular_component	1	0	14		
GO:0043682	copper-transporting ATPase activity	molecular_function	1	0	1		
GO:0043686	co-translational protein modification	biological_process	1	0	2		
GO:0043687	post-translational protein modification	biological_process	1	0	3		
GO:0043691	reverse cholesterol transport	biological_process	1	0	8		
GO:0043697	cell dedifferentiation	biological_process	1	0	1		
GO:0043734	DNA-N1-methyladenine dioxygenase activity	molecular_function	1	0	3		
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	molecular_function	1	0	1		
GO:0043849	Ras palmitoyltransferase activity	molecular_function	1	0	1		
GO:0043855	cyclic nucleotide-gated ion channel activity	molecular_function	1	0	1		
GO:0043874	acireductone synthase activity	molecular_function	1	0	1		
GO:0043914	NADPH:sulfur oxidoreductase activity	molecular_function	1	0	1		
GO:0043922	negative regulation by host of viral transcription	biological_process	1	0	8		
GO:0043923	positive regulation by host of viral transcription	biological_process	1	0	10		
GO:0043928	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	biological_process	1	0	3		
GO:0043931	ossification involved in bone maturation	biological_process	1	0	5		
GO:0043932	ossification involved in bone remodeling	biological_process	1	0	3		
GO:0043947	positive regulation by host of symbiont catalytic activity	biological_process	1	0	1		
GO:0043949	regulation of cAMP-mediated signaling	biological_process	1	0	1		
GO:0043950	positive regulation of cAMP-mediated signaling	biological_process	1	0	5		
GO:0043951	negative regulation of cAMP-mediated signaling	biological_process	1	0	6		
GO:0043954	cellular component maintenance	biological_process	1	0	1		
GO:0043966	histone H3 acetylation	biological_process	1	0	34		
GO:0043967	histone H4 acetylation	biological_process	1	0	20		
GO:0043968	histone H2A acetylation	biological_process	1	0	10		
GO:0043969	histone H2B acetylation	biological_process	1	0	1		
GO:0043970	histone H3-K9 acetylation	biological_process	1	0	1		
GO:0043973	histone H3-K4 acetylation	biological_process	1	0	1		
GO:0043981	histone H4-K5 acetylation	biological_process	1	0	13		
GO:0043982	histone H4-K8 acetylation	biological_process	1	0	13		
GO:0043983	histone H4-K12 acetylation	biological_process	1	0	7		
GO:0043984	histone H4-K16 acetylation	biological_process	1	0	12		
GO:0043985	histone H4-R3 methylation	biological_process	1	0	1		
GO:0043987	histone H3-S10 phosphorylation	biological_process	1	0	2		
GO:0043988	histone H3-S28 phosphorylation	biological_process	1	0	1		
GO:0043990	histone H2A-S1 phosphorylation	biological_process	1	0	1		
GO:0043995	histone acetyltransferase activity (H4-K5 specific)	molecular_function	1	0	8		
GO:0043996	histone acetyltransferase activity (H4-K8 specific)	molecular_function	1	0	8		
GO:0043997	histone acetyltransferase activity (H4-K12 specific)	molecular_function	1	0	1		
GO:0044020	histone methyltransferase activity (H4-R3 specific)	molecular_function	1	0	1		
GO:0044027	hypermethylation of CpG island	biological_process	1	0	2		
GO:0044029	hypomethylation of CpG island	biological_process	1	0	1		
GO:0044030	regulation of DNA methylation	biological_process	1	0	8		
GO:0044053	translocation of peptides or proteins into host cell cytoplasm	biological_process	1	0	1		
GO:0044062	regulation of excretion	biological_process	1	0	1		
GO:0044065	regulation of respiratory system process	biological_process	1	0	2		
GO:0044070	regulation of anion transport	biological_process	1	0	8		
GO:0044088	regulation of vacuole organization	biological_process	1	0	1		
GO:0044089	positive regulation of cellular component biogenesis	biological_process	1	0	1		
GO:0044090	positive regulation of vacuole organization	biological_process	1	0	1		
GO:0044111	development involved in symbiotic interaction	biological_process	1	0	1		
