ChrNo	Region_start	Region_end	NoofWin	Extram zvalue	MinNoSNP	MaxNoSNP	Transcipt	Overlap code	GeneID
KB742573.1	30000	50000	1	-4.89408288273	44	44	miR-1659_gga-miR-1659,miR-1550-5p_gga-miR-1550-5p	1,1	miRNA,miRNA
KB742573.1	70000	100000	2	-6.22349532269	19	46	ENSAPLT00000014582	8	>135434-RASEF
KB742573.1	250000	270000	1	-4.46410305618	108	108	ENSAPLT00000014582	3	RASEF
KB742573.1	510000	540000	2	-4.62745970062	71	98	ENSAPLT00000015048,novel_mir_434,miR-2944b*_aae-miR-2944b*,miR-3531_gga-miR-3531,miR-1610_gga-miR-1610,ENSAPLT00000015091	1,1,1,1,1,6	miRNA,miRNA,miRNA,miRNA,GKAP1
KB742581.1	80000	100000	1	-7.77191451267	43	43			
KB742583.1	80000	100000	1	-6.91287187842	46	46	ENSAPLT00000011317	2	FER
KB742602.1	10000	30000	1	-4.14542861744	131	131	ENSAPLT00000009483	4	C7
KB742602.1	580000	600000	1	-4.10434068852	41	41	ENSAPLT00000012220	2	GHR
KB742611.1	570000	590000	1	-5.00913822085	66	66	novel_mir_829,novel_mir_746,ENSAPLT00000016746	1,1,2	miRNA,miRNA,MYT1L
KB742613.1	300000	320000	1	-4.11850783619	108	108	ENSAPLT00000009251	1	FYB
KB742613.1	340000	360000	1	-4.45514440513	142	142	ENSAPLT00000009361	1	C9
KB742613.1	370000	390000	1	-4.63880391003	68	68	ENSAPLT00000009668	3	DAB2
KB742613.1	500000	530000	2	-4.56056022298	32	38	ENSAPLT00000009668	7	<124706-DAB2
KB742617.1	1270000	1290000	1	-4.50761637399	55	55	miR-5587-3p_hsa-miR-5587-3p,ENSAPLT00000003035,ENSAPLT00000003051	1,7,8	miRNA,<68956-,>85581+CCND2
KB742627.1	1660000	1680000	1	-4.092028539	121	121	ENSAPLT00000016999,novel_mir_1170	3,6	HAPLN1,miRNA
KB742629.1	1720000	1740000	1	-4.33651137851	44	44	novel_mir_397,novel_mir_632,novel_mir_953	1,1,1	miRNA,miRNA,miRNA
KB742632.1	740000	770000	2	-4.16610615735	80	104	miR-5045_gpy-miR-5045,ENSAPLT00000009693	1,7	miRNA,<95919-RNF180
KB742632.1	1020000	1040000	1	-4.01415459834	107	107	miR-3976_hsa-miR-3976,ENSAPLT00000009795	1,8	miRNA,>106023-IPO11
KB742632.1	1260000	1290000	2	-4.18242462295	51	55	ENSAPLT00000009960	3	
KB742634.1	110000	130000	1	-4.60282316238	118	118	ENSAPLT00000005236,ENSAPLT00000005793	7,8	<22667-,>73687+
KB742634.1	140000	160000	1	-5.0727206724	139	139	ENSAPLT00000005236,ENSAPLT00000005793	7,8	<52667-,>43687+
KB742636.1	80000	100000	1	-4.03511011608	85	85	novel_mir_434	1	miRNA
KB742636.1	170000	190000	1	-4.05511047439	103	103			
KB742640.1	0	50000	3	-4.30249855031	79	100	ENSAPLT00000003674,novel_mir_594,miR-3015a_api-miR-3015a,miR-4163-3p_cin-miR-4163-3p	1,1,1,1	miRNA,miRNA,miRNA
KB742640.1	190000	220000	2	-6.88114055899	86	103	ENSAPLT00000004171,miR-10c_dre-miR-10c,miR-3567_rno-miR-3567	1,1,5	ERMP1,miRNA,miRNA
KB742640.1	250000	280000	2	-4.72174263734	90	104	miR-4480_hsa-miR-4480,miR-3805a-5p_tca-miR-3805a-5p,miR-2452_bta-miR-2452,ENSAPLT00000004288,ENSAPLT00000004287	1,1,1,2,3	miRNA,miRNA,miRNA,RIC1,RIC1
KB742640.1	310000	330000	1	-4.54008023831	78	78	ENSAPLT00000004801,miR-4818c_sko-miR-4818c,novel_mir_828,miR-1890_aga-miR-1890,ENSAPLT00000004288	1,1,1,1,2	CD274,miRNA,miRNA,miRNA,RIC1
KB742643.1	750000	770000	1	-5.11991199102	71	71	ENSAPLT00000003100	7	<51910+CSNK1G3
KB742652.1	610000	630000	1	-4.1483205702	87	87	ENSAPLT00000013069,miR-5361*_asu-miR-5361*	2,5	RAD23B,miRNA
KB742652.1	980000	1010000	2	-4.23334437167	102	127	miR-1304_ppy-miR-1304,ENSAPLT00000013611	1,8	miRNA,>165629-TMEM38B
KB742655.1	290000	310000	1	-4.06759021395	70	70	miR-2382_bta-miR-2382,novel_mir_775,ENSAPLT00000015509,ENSAPLT00000015651	1,3,7,8	miRNA,miRNA,<82154+OSTF1,>124558+PCSK5
KB742655.1	370000	390000	1	-4.66029072338	147	147	miR-503-5p_mmu-miR-503-5p,ENSAPLT00000015509,ENSAPLT00000015651	1,7,8	miRNA,<162154+OSTF1,>44558+PCSK5
KB742655.1	620000	650000	2	-4.87952683506	78	80	miR-3535_gga-miR-3535,miR-4791_hsa-miR-4791,ENSAPLT00000015651	1,1,2	miRNA,miRNA,PCSK5
KB742655.1	1030000	1050000	1	-4.37120777061	173	173	miR-13a-5p_dme-miR-13a-5p,miR-2b-1-5p_dme-miR-2b-1-5p,ENSAPLT00000003744	1,1,2	miRNA,miRNA,FOCAD
KB742655.1	1270000	1290000	1	-4.10115304057	161	161	ENSAPLT00000004552,ENSAPLT00000004834	7,8	<29431+MLLT3,>97659+SLC24A2
KB742655.1	1520000	1540000	1	-5.12359830814	112	112	ENSAPLT00000005027	4	ACER2
KB742655.1	1650000	1670000	1	-4.25626253474	191	191	miR-63e_ppc-miR-63e,ENSAPLT00000005454,ENSAPLT00000005975	1,7,8	miRNA,<35331-DENND4C,>8152+PLIN2
KB742655.1	1900000	1920000	1	-4.27278140518	137	137	miR-4044-5p_cin-miR-4044-5p,miR-1688_gga-miR-1688,ENSAPLT00000006867	1,1,2	miRNA,miRNA
KB742655.1	2010000	2050000	3	-4.32145973159	109	157	miR-4444_hsa-miR-4444,miR-3495_sja-miR-3495,ENSAPLT00000002263	1,1,7	miRNA,miRNA,<41233+
KB742663.1	10000	30000	1	-4.67805451777	12	12	miR-201*_rno-miR-201*	1	miRNA
KB742668.1	1410000	1440000	2	-4.80228782126	11	14	miR-276c_dps-miR-276c,ENSAPLT00000014588	1,4	miRNA,TTN
KB742685.1	1720000	1750000	2	-4.21613543809	63	109	novel_mir_278,ENSAPLT00000016920	1,2	miRNA
KB742690.1	1850000	1870000	1	-4.83914651157	31	31	novel_mir_71,ENSAPLT00000009697	1,2	miRNA,ITGA9
KB742702.1	300000	320000	1	-4.14650088728	20	20	ENSAPLT00000010097	2	EEPD1
KB742702.1	950000	970000	1	-5.4446439811	38	38	ENSAPLT00000011952,miR-449b_gga-miR-449b,novel_mir_297,miR-195-5p_mmu-miR-195-5p,novel_mir_646	1,1,1,1,6	miRNA,miRNA,miRNA,miRNA
KB742718.1	50000	70000	1	-5.23160799157	30	30	ENSAPLT00000000155,miR-2731_bmo-miR-2731,ENSAPLT00000001219	1,1,2	miRNA,GLB1
KB742737.1	0	20000	1	-7.2958703673	13	13	ENSAPLT00000008051,miR-4018b-3p_cin-miR-4018b-3p	1,1	miRNA
KB742737.1	100000	120000	1	-4.38233058719	102	102	ENSAPLT00000008051	7	<80485+
KB742737.1	150000	170000	1	-4.12072488815	93	93	miR-642a-3p_hsa-miR-642a-3p,novel_mir_121,ENSAPLT00000008051	1,1,7	miRNA,miRNA,<130485+
KB742741.1	40000	60000	1	-4.12119415855	44	44	miR-3297_bmo-miR-3297,ENSAPLT00000014021,ENSAPLT00000012213	1,7,8	miRNA,<3583+TYRP1,>25069+LURAP1L
KB742741.1	170000	190000	1	-4.78942865643	45	45	novel_mir_791,ENSAPLT00000014337	1,4	miRNA,MPDZ
KB742741.1	240000	260000	1	-4.02392179933	67	67	novel_mir_192,ENSAPLT00000014337	1,3	miRNA,MPDZ
KB742741.1	360000	380000	1	-4.14512408091	98	98	miR-2365_bta-miR-2365,miR-3934_hsa-miR-3934,ENSAPLT00000014848	1,1,7	miRNA,miRNA,<89199-
KB742742.1	40000	60000	1	-4.60713228464	61	61			
KB742742.1	230000	250000	1	-5.09124725902	52	52	miR-3157-5p_hsa-miR-3157-5p,miR-503_cfa-miR-503,novel_mir_1161,novel_mir_76,ENSAPLT00000015063	1,1,1,1,4	miRNA,miRNA,miRNA,miRNA,PARP8
KB742742.1	290000	310000	1	-5.70398702023	59	59	miR-465*_rno-miR-465*,ENSAPLT00000015063	1,3	miRNA,PARP8
KB742746.1	120000	140000	1	-4.33661539258	22	22	miR-465c-5p_mmu-miR-465c-5p,miR-375-3p_cin-miR-375-3p,ENSAPLT00000014364,ENSAPLT00000014854	1,1,3,4	miRNA,miRNA,IFT74,PLAA
KB742746.1	340000	370000	2	-7.98546782458	14	29	miR-4178a-5p_cin-miR-4178a-5p	1	miRNA
KB742746.1	390000	410000	1	-4.53801542087	23	23	novel_mir_1029	1	miRNA
KB742746.1	470000	500000	2	-4.79125040619	37	50	miR-2772b_bmo-miR-2772b	1	miRNA
KB742750.1	2050000	2080000	2	-4.20984058883	29	40	ENSAPLT00000004798	7	<121434+INHBA
KB742750.1	3250000	3270000	1	-4.43112435007	36	36	miR-309_dgr-miR-309,ENSAPLT00000005433,ENSAPLT00000005940	1,7,8	miRNA,<38195+VPS41,>25043+AMPH
KB742750.1	3290000	3310000	1	-4.21683236139	54	54	ENSAPLT00000005940	4	AMPH
KB742762.1	110000	130000	1	-8.66078946241	26	26	miR-3778_ame-miR-3778,miR-3037_api-miR-3037,novel_mir_430	1,1,1	miRNA,miRNA,miRNA
KB742767.1	370000	390000	1	-4.74325500087	50	50	novel_mir_205,ENSAPLT00000011387	6,7	miRNA,<26543+FBXL17
KB742767.1	510000	530000	1	-4.90701279129	37	37	miR-3191-5p_hsa-miR-3191-5p,miR-153*_rno-miR-153*,novel_mir_1007,ENSAPLT00000011387	1,6,6,7	miRNA,miRNA,miRNA,<166543+FBXL17
KB742769.1	20000	40000	1	-7.57184435643	12	12	miR-4650-3p_hsa-miR-4650-3p,miR-4203-3p_cin-miR-4203-3p,miR-3158-3p_hsa-miR-3158-3p,ENSAPLT00000016704,novel_mir_33	1,1,1,4,5	miRNA,miRNA,miRNA,miRNA
KB742772.1	0	20000	1	-5.0915977689	83	83	miR-454a_dre-miR-454a,novel_mir_572,miR-3862-5p_tca-miR-3862-5p,miR-3173-3p_hsa-miR-3173-3p,ENSAPLT00000012376	1,1,1,1,4	miRNA,miRNA,miRNA,miRNA,PDCD6IP
KB742772.1	380000	400000	1	-10.863678572	18	18	miR-996-3p_dme-miR-996-3p	1	miRNA
KB742780.1	80000	100000	1	-4.28771671534	58	58	ENSAPLT00000008460	8	>11742-NOVA1
KB742785.1	700000	730000	2	-4.48360857398	40	52	ENSAPLT00000001628,novel_mir_513,novel_mir_81,novel_mir_513,novel_mir_81,novel_mir_513,novel_mir_81,novel_mir_513,novel_mir_81,novel_mir_513,novel_mir_81,novel_mir_513,novel_mir_81,novel_mir_513,miR-29c*_xtr-miR-29c*	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA
KB742785.1	750000	780000	2	-4.03603675709	61	68	miR-316-5p_tca-miR-316-5p,ENSAPLT00000001628,ENSAPLT00000013625	5,7,8	miRNA,<30972+,>158090-PLA2G4A
KB742785.1	830000	850000	1	-4.03891226863	37	37	ENSAPLT00000001628,ENSAPLT00000013625	7,8	<110972+,>88090-PLA2G4A
KB742785.1	930000	960000	2	-4.30110988804	23	40	novel_mir_105,miR-505*_rno-miR-505*,ENSAPLT00000013625	1,1,4	miRNA,miRNA,PLA2G4A
KB742785.1	1100000	1120000	1	-5.49507188824	21	21	novel_mir_545,ENSAPLT00000014480	5,7	miRNA,<39416+PTGS2
KB742786.1	20000	40000	1	-6.23990890055	75	75	miR-1a-1-5p_mmu-miR-1a-1-5p,ENSAPLT00000012812	1,8	miRNA,>92313-
KB742786.1	210000	230000	1	-5.10818139764	60	60	ENSAPLT00000012812	2	
KB742786.1	490000	510000	1	-4.3396242825	77	77	miR-669o-5p_mmu-miR-669o-5p,ENSAPLT00000013585	1,3	miRNA
KB742787.1	280000	310000	2	-4.23433543378	44	60	miR-79*_asu-miR-79*,miR-4061-5p_cin-miR-4061-5p,ENSAPLT00000013901	1,1,7	miRNA,miRNA,<12050-GRAMD3
KB742787.1	320000	340000	1	-7.78229278662	15	15	miR-152b_pma-miR-152b,ENSAPLT00000013901	1,7	miRNA,<52050-GRAMD3
KB742790.1	20000	50000	2	-4.39573897128	40	59	miR-2208a-5p_cel-miR-2208a-5p,miR-973-5p_dme-miR-973-5p,miR-548u_hsa-miR-548u,miR-470-5p_mmu-miR-470-5p,miR-2551_dps-miR-2551	1,1,1,1,1	miRNA,miRNA,miRNA,miRNA,miRNA
KB742791.1	210000	280000	5	-4.43021383889	17	38	ENSAPLT00000006122,miR-4708-3p_hsa-miR-4708-3p,miR-10*_lmi-miR-10*,miR-10-3p_dme-miR-10-3p,miR-3614-3p_hsa-miR-3614-3p,miR-2788_hme-miR-2788,miR-4567_pma-miR-4567,ENSAPLT00000005764,ENSAPLT00000006125	1,1,1,1,1,1,1,3,4	miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,KIAA1958
KB742791.1	1250000	1270000	1	-4.64283389502	83	83	ENSAPLT00000008306	7	<68694-GRIN3A
KB742796.1	30000	50000	1	-4.44968722588	79	79	novel_mir_577,miR-5195-5p_hsa-miR-5195-5p	1,1	miRNA,miRNA
KB742796.1	90000	110000	1	-5.82628632204	59	59			
KB742803.1	80000	100000	1	-5.31455504552	181	181	ENSAPLT00000010491	3	RANBP3
KB742808.1	560000	590000	2	-5.02737460761	45	60	miR-4289_hsa-miR-4289,ENSAPLT00000006781,ENSAPLT00000006793	1,4,4	miRNA,FUT11,SYNPO2L
KB742813.1	40000	60000	1	-6.00980866092	82	82	ENSAPLT00000015334	8	>50224-TMEM2
KB742813.1	100000	120000	1	-4.03524100595	72	72	ENSAPLT00000015334	4	TMEM2
KB742834.1	960000	980000	1	-5.67427808031	70	70	ENSAPLT00000014592	7	<44233+
KB742836.1	650000	670000	1	-4.47914161297	51	51	miR-3192_hsa-miR-3192	1	miRNA
KB742836.1	850000	870000	1	-4.01425266438	51	51			
KB742837.1	50000	70000	1	-6.04330163046	14	14	miR-1819-5p_cel-miR-1819-5p,miR-2570*_dps-miR-2570*,miR-1773*_gga-miR-1773*,ENSAPLT00000015086	1,1,1,4	miRNA,miRNA,miRNA
KB742838.1	20000	40000	1	-4.80674781007	32	32	ENSAPLT00000009975	7	<16954-SETBP1
KB742842.1	140000	170000	2	-4.23897069467	74	100	miR-541-3p_hsa-miR-541-3p,ENSAPLT00000012651	1,2	miRNA,GRIA4
KB742843.1	470000	490000	1	-4.594773074	120	120			
KB742850.1	470000	500000	2	-5.27251334357	59	66	miR-1420e_oan-miR-1420e,miR-1271_ssc-miR-1271,let-7f-1*_rno-let-7f-1*,let-7f-1-3p_hsa-let-7f-1-3p,ENSAPLT00000005603	1,1,1,1,7	miRNA,miRNA,miRNA,miRNA,<141138+PSAT1
KB742850.1	770000	800000	2	-4.16254547868	55	82			
KB742854.1	270000	290000	1	-4.18764495305	51	51			
KB742876.1	0	20000	1	-5.17226770706	51	51	miR-3057-3p_mmu-miR-3057-3p	1	miRNA
KB742876.1	60000	80000	1	-6.0453774382	28	28	miR-345-5p_hsa-miR-345-5p,miR-101-5p_hsa-miR-101-5p,miR-263b_dpu-miR-263b	1,1,1	miRNA,miRNA,miRNA
KB742876.1	130000	150000	1	-5.17865438106	31	31	miR-5003-3p_hsa-miR-5003-3p,miR-448_rno-miR-448,ENSAPLT00000002268	1,1,8	miRNA,miRNA,>153448-
KB742876.1	440000	470000	2	-4.30403015737	26	34	miR-3291_bmo-miR-3291,miR-1591_gga-miR-1591,miR-1185-5p_hsa-miR-1185-5p,miR-2292_bta-miR-2292,ENSAPLT00000014832	1,1,1,1,4	miRNA,miRNA,miRNA,miRNA,CORO2A
KB742876.1	580000	610000	2	-4.18253398645	12	24	ENSAPLT00000016702,miR-4000e-3p_cin-miR-4000e-3p,miR-2131_gga-miR-2131,ENSAPLT00000016305,ENSAPLT00000016451	1,1,1,2,3	SMU1,miRNA,miRNA,APTX,DNAJA1
KB742876.1	640000	670000	2	-7.26963086049	12	17	ENSAPLT00000011938,ENSAPLT00000016987,miR-1198-5p_mmu-miR-1198-5p,miR-1337_oan-miR-1337,miR-4436b-5p_hsa-miR-4436b-5p,miR-4673_hsa-miR-4673,ENSAPLT00000016305	1,1,1,1,1,1,2	SPINK4,miRNA,miRNA,miRNA,miRNA,APTX
KB742877.1	180000	200000	1	-6.05164528525	25	25	miR-2323_bta-miR-2323,novel_mir_84,ENSAPLT00000001385,ENSAPLT00000001177	1,1,7,8	miRNA,miRNA,<32171+CX3CR1,>93296+CCK
KB742885.1	120000	150000	2	-4.32521801243	57	109	ENSAPLT00000007247,miR-4498_hsa-miR-4498	4,6	WDR18,miRNA
KB742887.1	430000	460000	2	-4.60009248881	34	35	ENSAPLT00000007793	4	FAR2
KB742887.1	1550000	1600000	3	-4.08119695886	42	42	ENSAPLT00000010287,ENSAPLT00000010372	3,4	PLCZ1,PIK3C2G
KB742887.1	2060000	2080000	1	-4.26779708371	41	41	ENSAPLT00000011059	7	<137136+RERGL
KB742900.1	0	30000	2	-5.08715952415	77	78	miR-19a-5p_hsa-miR-19a-5p,ENSAPLT00000013331	1,4	miRNA,PTCH1
KB742900.1	70000	90000	1	-4.56919277822	89	89	novel_mir_1043,ENSAPLT00000013331,ENSAPLT00000014118	1,7,8	miRNA,<9973+PTCH1,>8553+FANCC
KB742900.1	110000	170000	5	-5.60810994543	33	98	miR-3158-5p_hsa-miR-3158-5p,miR-1740_gga-miR-1740,miR-1421x_oan-miR-1421x,ENSAPLT00000014118	1,1,1,3	miRNA,miRNA,miRNA,FANCC
KB742900.1	510000	550000	3	-4.38938867208	55	102	miR-239b_crm-miR-239b,ENSAPLT00000015325,miR-3481-5p_sja-miR-3481-5p	1,3,6	miRNA,DAPK1,miRNA
